a,b,label
7.308150055120549,3.3780291720238695,1
-16.243747449401,-16.01139341461583,0
7.584489815218033,2.6421615906953426,1
-15.965623144768728,-12.1191121807761,0
-18.60172144589878,15.4224055890631,1
-4.626704735910137,16.07182670116658,0
-16.392761254384617,14.106510622269628,1
-17.086264776954348,15.436808811002562,1
-4.410758054895749,19.47169726664893,0
10.109488673180024,4.8729164281176764,1
-18.141202518870966,14.668137254479458,1
-15.466245342425223,-15.099093013818875,0
-18.17049216825093,10.795090194107203,1
-12.846755405245474,-19.849532265038217,0
-11.628501837783334,-14.276310217774217,0
6.977450199350464,-1.7318179510893899,1
-19.104785749236378,17.003884466124845,1
-16.450124423949735,16.92259939233473,1
-14.941291293769405,-12.880099328505603,0
-13.260352490442395,-12.961762800673238,0
-6.122111537890394,23.144970827733147,0
-4.341427559182118,17.437769436118586,0
7.921296366070292,-1.8821726117524182,1
-8.95860288152917,19.81376693299526,0
8.995464598575111,4.623714003724844,1
-16.819132995510493,16.18797302237186,1
-19.130203788939706,12.891811117271596,1
-19.27306766598833,16.684120686298197,1
-4.7792345092771935,16.082434374633532,0
-13.60603624139922,-14.7837463024365,0
9.176711815406911,4.952520105128958,1
11.245123957996086,1.1461979215154456,1
14.05650165819708,6.31485265827381,1
-3.1660401510422176,21.847405537336904,0
-16.424151078091672,-11.4178839211396,0
8.68500551396999,3.453572562852368,1
6.49428672812221,3.877238119973537,1
-13.385273962853212,-13.848765826241191,0
-13.434668381581801,16.60274096030607,1
-5.9472037707242755,18.952694042900436,0
6.54604094589455,5.131473915576125,1
-16.426018845229013,14.308496954332156,1
7.80364350513342,4.308841693085565,1
9.282995735170084,4.775885149459046,1
-19.526507144710568,15.184597409294689,1
-14.809405473630129,15.029947262912112,1
-5.735075550147945,16.733488645126325,0
-17.69390451075453,-13.802708745104377,0
-4.3311586669685775,14.502491945671174,0
-5.460323593764828,18.082343934385705,0
5.914440284210832,1.898282186108705,1
9.317395771937399,1.6030306732463404,1
-14.053533391930754,-15.073467328151303,0
8.140858123471983,3.6982965931014697,1
-16.269671216821973,14.49140295872446,1
-4.767946240809686,17.16976117414614,0
-17.864462650698115,16.973047770408016,1
11.02125096163301,5.843965560824704,1
7.831777008970985,3.555558665527416,1
-13.464658381524373,-15.121207282079988,0
-15.433277228496182,15.105235494290165,1
-17.236276884861756,16.7118246272502,1
-6.981412548201402,18.952779204923186,0
-6.819636715401238,19.30535610761341,0
7.294025670285112,1.055928839057013,1
-13.230744855087861,-13.840887006979981,0
-5.056427661910878,16.023513527121025,0
-3.8652813199939677,18.651072565483716,0
-19.685331165859832,14.90069520126733,1
-13.21441158899532,-12.925289006909303,0
-6.637602285948793,18.87669434532482,0
-11.700373270448459,-14.434009440122171,0
-16.00009022017532,-15.269951579695736,0
-6.970141752060166,20.135855849612323,0
-8.403324505535139,21.08767289531787,0
-3.373305421899122,15.586884956454599,0
-14.251924944662237,-18.363162621891867,0
-14.080093146253235,-8.75841819068333,0
-5.051241038251004,20.40535880329281,0
9.332167178004275,3.339210717349634,1
-8.404308874496271,17.831893002807142,0
-4.547166129888368,19.570302644170578,0
5.377553944378953,4.233515240891784,1
11.902092668061451,3.4977014261252544,1
-16.38931800722704,18.801732710137312,1
10.454282499384556,3.5350836605949687,1
-6.603235088105423,17.41264919711856,0
-14.146665141912464,-12.679643298480503,0
-17.37955970608674,14.043579723080136,1
-13.689478488123722,-16.511240965689378,0
-15.686320182954809,16.521780659504767,1
9.015418961167459,4.090897298650042,1
10.643896652581466,4.1986951752053985,1
-17.753303184666766,16.284577772695037,1
-4.752455897811748,16.628330626518295,0
-14.96906791015889,-12.764642567716338,0
-17.91597331821832,17.675607302438372,1
-19.542893690644306,15.993991423313869,1
-16.91812697973774,-15.396002870828905,0
-17.18046109117557,-14.546399587954816,0
-20.13068366784909,13.287234037503744,1
3.4208602924516667,8.05228341688479,1
-12.875929253930419,-16.62767923617235,0
9.672020590504017,2.1382027884094637,1
-6.046129080778887,15.91014521261874,0
10.589708840899583,5.567936659064884,1
-5.112236403863869,18.982653910842885,0
-13.03846759226638,-12.751643479783349,0
-2.846822596226806,18.224538563338434,0
-3.5342045020868866,18.627157417209627,0
9.072895223875635,1.468233962828179,1
-6.7119826822423105,14.998877807024915,0
-10.424859832103975,19.384322895458457,0
-4.639232012908014,20.030664441530924,0
7.66941416897045,6.100035657196825,1
12.137473088083338,0.9980751037972526,1
-14.883135158475039,15.536982461749758,1
-4.484294714366983,19.80783384764352,0
-16.058138257025423,17.111703041426736,1
9.724337384057911,6.50407099450825,1
-4.166620833719429,18.066867811228146,0
9.16658069465641,6.38428094746879,1
-4.853515740236494,15.113469257466782,0
-7.53872477645066,16.79584944031769,0
4.505897932064857,2.9545830238611654,1
-5.260291543321063,18.867637144210697,0
-5.528349680947211,21.03655823356202,0
-8.3852716305474,16.416832123404266,0
-12.328905602046424,-13.862456572582648,0
10.121156934493161,2.790497814216043,1
10.623646888085197,4.714743511893257,1
-3.5736325304499577,17.28290595221311,0
10.20030092242081,4.3360240484217405,1
-6.293169500718536,20.406605318611746,0
-15.19923344874642,-15.608344801234024,0
-8.131653593153308,19.24059215908792,0
-2.8985224780122567,19.262584155550037,0
-13.585221421517767,-15.832506330502287,0
-9.26210504412269,16.81292828220778,0
9.366787009743135,5.062618396918476,1
-17.460687671821564,19.860764157296945,1
-7.914563929100149,15.213644707643532,0
-19.327239434933748,13.661209281098902,1
-1.3251212540101687,15.888402723744338,0
-11.862968481358442,-14.372128049615078,0
9.836454941745542,2.9279126426831947,1
-19.333016641019036,16.018358616024827,1
-16.554865339151135,-11.355066176101438,0
-10.380876514999182,-10.420373623742616,0
-3.5750511180190303,15.770468713962185,0
11.017302673637746,1.5736665136617551,1
-18.549685239803107,16.790406578778587,1
-13.262604097270776,-13.60398371607986,0
-15.466661109663193,13.891983533877756,1
10.4515660747855,2.47279909598622,1
5.345618265281898,1.7119664444674592,1
-19.674297251940118,12.202316601022929,1
-14.053934835545553,-11.832368340440752,0
-13.456448286399075,-13.163315558589014,0
-11.183102932597786,-13.731201188026585,0
10.84401767551912,2.3645406045463577,1
8.375858928632447,2.367662356442115,1
-13.981892079898142,-13.162047718509681,0
-18.898825638225457,14.165597223019304,1
-2.2970780544281983,15.41093145815842,0
-19.40550892394346,17.826091903205132,1
-18.52432258968499,13.11582351693703,1
8.221802256328171,1.8332240823609585,1
-2.486979564376099,16.296222559967642,0
10.127891395493105,4.025233464362943,1
-19.165950476517253,-13.081507561039453,0
-3.5117120038964353,18.790889026162198,0
-14.995575279669795,-11.963195777448764,0
-12.297253128731578,-12.683349272118988,0
-16.417934246414237,14.048907660537296,1
6.156771227572484,6.9531790247394625,1
11.641039497360492,2.691712475978858,1
5.617467915779502,1.4894517053499388,1
9.15446122821256,4.428819864694923,1
-4.86475146398499,15.462587808019503,0
-4.241238037043572,23.014571291262225,0
-5.4653208167572025,19.456573244580827,0
-19.1462773083404,11.848589312548144,1
8.318090093432245,5.338675362200042,1
-7.975439226840355,16.588883839607227,0
8.118461067348301,2.723568873104208,1
6.873355961677914,1.862250543395258,1
-14.400024501176128,-17.319017047566334,0
-19.770499013485832,16.002985772790463,1
-16.615917135274422,14.407928317744615,1
-13.873336716008424,-11.392244300158115,0
-15.305313801507946,-15.501674729839376,0
-5.182697602890638,20.263163919572897,0
-17.172265804803448,10.706428668294604,1
-3.6579630352046015,20.413587281352594,0
6.407938624719147,1.3147077350264498,1
-5.74032757774366,20.34723186312514,0
-17.235393904657695,13.942870336089644,1
-16.543171144206003,-10.352015030433657,0
-6.435208779926426,15.00114347117099,0
-6.253699036974201,17.396426544342543,0
-14.199290437621888,-14.015032931331813,0
-15.408478401832584,-15.877819483047533,0
7.946060238553075,4.342172702565615,1
10.042376896985772,4.56964507989102,1
9.391485552145197,3.3270399399053416,1
